,,,,,,
Walmart Receiving DCs for Store Numbers 1258-4869,,,,,,
Store #,Address Line 1,Address Line 2,City,State,Zip Code,Phone Number
7622,Distribution Center 7 7622,4554 Oscar Nelson Jr Dr,Baytown,TX,77523-2072,281-573-2047
7624,Repair Shops 7624,23769 Mathew Rd,Sterling,IL,61081-9111,N/A
7644,"IDC 7 - Charleston, Sc - Flow Dock",1030 Timothy Crk Rd,Ridgeville,SC,29472-0000,N/A
7648,Repair Shops 7648,2195 U.S.A. Parkway,Sparks,NV,89434-5603,N/A
7674,Flexe - Dallas2 - VS7641,14900 Frye Road,Fort Worth,TX,76155-0000,614-649-2700
7679,Ho Admin Dpt 7679,1 Kresge Rd,Fairless Hills,PA,19030-4500,650-825-8529
7682,Ho Admin Dpt 7682,702 Sw 8th St,Bentonville,AR,72716-6209,479-277-5285
7685,Flexe - Lawrence - VS7642,3051 Lakeview Road,Lawrence,KS,66049-0000,215-736-8280
7688,Centerpoint 7688,7748 Palmetto Commerce Pkwy,North Charleston,SC,29420-8825,479-204-8420
7691,Repair Shops 7691,4775 Forcum Ave,Mcclellan Park,CA,95652-2030,530-529-8480
7726,Repair Shops 7726,929 Highway 138,Grantsville,UT,84029-9711,435-634-2549
7730,Repair Shops 7730,390 Highridge Park Rd,Pottsville,PA,17901-8100,570-544-1387
7733,Repair Shops 7733,21465 Johnson Road,Apple Valley,CA,92307-0000,760-961-6384
7734,Repair Shops 7734,4844 Wheatleys Pond Rd,Smyrna,DE,19977-3799,302-659-4815
7735,Repair Shops 7735,18815 Nw 115th Ave,Alachua,FL,32615-6056,386-418-5981
7736,Repair Shops 7736,3162 Fm 3538 Rd,Sealy,TX,77474-3474,979-885-4384
7738,Repair Shops 7738,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7739,Repair Shops 7739,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2556
7744,Red Bluff CA Fc - VS2377,10815 State Highway 99w,Red Bluff,CA,96080-7747,530-529-0916
7745,Repair Shops 7745,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7746,Porterville CA Fc - VS2378,1300 S F St,Porterville,CA,93257-5969,559-783-1109
7748,Loveland Dot Com Warehouse 7748,7400 E Crossroads Blvd,Loveland,CO,80538-0000,970-663-4111
7749,Mount Pleasant Ia Fc - VS2380,1501 E Mapleleaf Dr,Mount Pleasant,IA,52641-3106,319-385-5600
7750,Mt Crawford Dot Com Warehouse 7750,6008 Walton Way,Mount Crawford,VA,22841-0000,877-893-4821
7751,Woodland PA FC - Vc2382,100 Walmart Dr,Woodland,PA,16881-9300,814-857-5442
7752,"Alachua, FL FC - VS2383",18815 Nw 115th Ave,Alachua,FL,32615-6056,352-418-5900
7755,Repair Shops 7755,114 Fischer Pkwy,Gas City,IN,46933-2165,704-487-2525
7767,Regional Distribution Center 7767,15101 N Beach St,Fort Worth,TX,76177-2721,817-837-3210
7810,Dispatch Office 7810,21031 Gene Campbell Rd,New Caney,TX,77357-0000,281-429-5400
7812,Dispatch Office 7812,1400 Old Chillicothe Rd Se,Washington Court House,OH,43160-9305,740-636-5323
7813,Dispatch Office 7813,58 S Thornton Rd,Casa Grande,AZ,85193-9794,520-836-4500
7814,Dispatch Office 7814,239 Goddard Rd,Lewiston,ME,04240-1001,479-277-2044
7815,Dispatch Office 7815,397319 W 3000 Rd,Ochelata,OK,74051-2478,918-535-3147
7816,Dispatch Office 7816,10695 Freedom Trl,Gordonsville,VA,22942-6940,804-862-7780
7817,Dispatch Office 7817,843 State Route 43,Wintersville,OH,43952-7018,740-765-5701
7818,Dispatch Office 7818,3001 E State Farm Rd,North Platte,NE,69101-7774,308-535-3282
7819,Dispatch Office 7819,1005 Sara G Lott Blvd,Brundidge,AL,36010-4653,334-735-6060
7821,Dispatch Office 7821,1503 Bethany Rd,Grandview,WA,98930-0000,509-882-8130
7823,Dispatch Office 7823,6785 Sw Enterprize Blvd,Arcadia,FL,34269-6701,863-491-6501
7824,Dispatch Office 7824,23769 Mathew Rd,Sterling,IL,61081-9111,903-538-4180
7826,Dispatch Office 7826,929 Highway 138,Grantsville,UT,84029-9711,435-884-5100
7827,Bolingbrook Il,925 Dalton Ln,Bolingbrook,IL,60490-3237,331-757-2727
7830,Dispatch Office 7830,386 Highridge Park Rd,Pottsville,PA,17901-8100,570-544-1398
7833,Dispatch Office 7833,21101 Johnson Rd,Apple Valley,CA,92307-9357,760-961-6351
7834,Dispatch Office 7834,100 Walton Way,Smyrna,DE,19977-3757,573-265-4872
7835,Dispatch Office 7835,18815 Nw 115th Ave,Alachua,FL,32615-6056,386-418-5987
7836,Dispatch Office 7836,3162 Fm 3538 Rd,Sealy,TX,77474-3474,979-885-4349
7837,Centerpoint 7837,2380 Route 715,Tannersville,PA,18372-0000,479-204-9226
7838,Dispatch Office 7838,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4551
7839,Dispatch Office 7839,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2545
7840,Centerpoint 7840,3310 Gill Rd,Memphis,TN,38109-2900,901-566-3060
7842,Bentonville Warehouse,5800 Sw Regional Airport Blvd,Bentonville,AR,72712-0000,479-553-0500
7845,Dispatch Office 7845,6000 Walton Way,Mount Crawford,VA,22841-2029,866-770-5460
7847,Dispatch Office 7847,13762 Santa Ana Ave,Fontana,CA,92337-0000,909-349-6073
7848,Dispatch Office 7848,2195 U.S.A. Parkway,Sparks,NV,89434-5603,775-356-5001
7853,Regional Distribution Center 7853,5100 N Ridge Trl,Davenport,FL,33897-6414,863-256-1842
7855,Dispatch Office 7855,114 Fischer Parkway,Gas City,IN,46933-0000,765-677-7081
7868,Regional Distribution Center 7868,279p P And G Warehouse Way,Tunkhannock,PA,18657-6165,N/A
7877,Dispatch Office 7877,426 Logistics Dr,Cheyenne,WY,82009-8220,307-633-5000
7902,Lavergne Tn Pop-up-WHSE 7902,1740 Jp Hennessey Dr,Lavergne,TN,37086-0000,N/A
7903,Sparks Nv Pop-up-WHSE 7903,475 Lillard Drive,Sparks,NV,89434-0000,N/A
7904,Centerpoint,925 Dalton Ln,Bolingbrook,IL,60490-3237,331-757-2728
7966,7 Distribution Center # 7966,698 Crenshaw Blvd,Hopkinsville,KY,42240-0000,270-707-5001
7967,Midway,1653 Potter Town Rd,Midway,TN,37809-3117,423-235-3300
7969,Sealy,3164 Fm 3538,Sealy,TX,77474-0000,979-885-4300
7976,Centerpoint 7976,423 Pitts School Rd,Concord,NC,28027-2904,704-886-9273
7980,Distribution Center 7980,2243 N Goolie Rd,Donna,TX,78537-5687,N/A
7986,Fulfillment Network Level,850 Cherry Ave,San Bruno,CA,94066-3031,800-331-0085
7998,Ho Admin Dpt 7998,600 Gateway Blvd,Monroe,OH,45050-0000,317-830-5300
,,,,,,
Walmart Receiving DCs for Store Numbers 8074-8998,,,,,,
Store #,Address Line 1,Address Line 2,City,State,Zip Code,Phone Number
8074,TBA,100 Western Rd,West Hampton,NJ,08060-0000,609-288-9571
8086,"La Porte, TX Import Frozen",10060 Porter Rd,La Porte,TX,77571-7592,479-204-8420
8092,Return/Repair Center 8092,5795 N Blackstock Rd,Spartanburg,SC,29303-6301,205-739-0763
8097,Ho Admin DPT 8097,702 Sw 8th St,Bentonville,AR,72716-6209,479-273-4000
8098,Return/Repair Center 8098,1901 Se 10th Street,Bentonville,AR,72716-0001,479-254-4708
8103,Chino Combo WHSE 8103,6750 Kimball Avenue,Chino,CA,91708-0000,909-313-3053
8159,Bentonville AR FC - Vs6778,5800 Sw Regional Airport Blvd,Bentonville,AR,72712-0000,N/A
8240,Regional Distribution Center 8240,6055 S. Fulton Parkway,Atlanta,GA,30349-0000,770-603-4400
8348,Regional Distribution Center 8348,940 E Pleasant Run Rd,Lancaster,TX,75146,214-765-5063
8381,Ho Admin DPT 8381,333 S Spruce St,Manteno,IL,60950-3244,650-825-8529
8397,Regional Distribution Center 8397,2063 W. Miguel Bustamante Parkway,Colton,CA,92324-0000,909-498-2427
8564,Shoes Fc Boston Ma 8564,36 Cabot Rd,Woburn,MA,01801-1004,479-273-4000
8589,Regional Distribution Center 8589,2 Gateway Blvd.,Pedricktown,NJ,08067-0000,856-812-8289
8654,Ho Admin DPT 8654,TBD 8654,Denver,CO,80249-0000,518-591-0610
8663,Regional Distribution Center 8663,1110 Se 10th St,Bentonville,AR,72712-6470,999-999-9999
8677,Return/Repair Center 8677,27 Bear Hollow Rd,Pineville,MO,64856-8204,417-226-5000
8695,Regional Distribution Center 8695,8725 County Farm Rd,Irvington,AL,36544-0000,479-273-4000
8767,"Savannah, Ga Ambient Food",5816 Ga Highway 21,Port Wentworth,GA,31407-9704,912-298-7150
8820,Ho Admin DPT 8820,850 Cherry Ave,San Bruno,CA,94066-3031,650-837-4520
8838,Ho Admin DPT 8838,3485 Wineville Rd,Jurupa Valley,CA,91752-1003,951-681-6455
8840,Flexe - Columbus - Vs8498,5330 Crosswind Dr,Columbus,OH,43228-0000,650-825-8529
8851,Regional Distribution Center 8851,4505 Highway 524,Cocoa,FL,32926-3432,321-504-0120
8852,Regional Distribution Center 8852,2701 South Driver Road,Shafter,CA,93263-0000,661-292-7595
8866,Dispatch Office 8866,1106 South Broadway,Marlow,OK,73055-0000,580-658-3552
8879,Dispatch Office 8879,4505 State Road 524,Cocoa,FL,32926-3432,321-504-0000
8880,Distribution Center 8880,152 N Hwy 91,Hurricane,UT,84737-0000,435-634-1090
8905,Regional Distribution Center 8905,4900 N Ridge Trl,Davenport,FL,33897-6401,863-256-1649
8910,Ho Admin DPT 8910,2250 Roswell Dr,Pittsburgh,PA,15205-1800,479-273-4000
8944,Virtual Dc 8944,32200 N Avis Dr,Madison Heights,MI,48071-0000,479-273-4000
8961,Dispatch Office 8961,2701 South Driver Road,Shafter,CA,93263-0000,N/A
8972,Fulfillment Svcs 8972,5259 W 500 N,Mccordsville,IN,46055-5552,317-589-1012
8980,"Ridgeville, Sc Import Storage",1030 Timothy Creek Rd,Ridgeville,SC,29472-0000,854-220-1422
8998,Regional Distribution Center 8998,13762 Santa Ana Ave,Fontana,CA,92337-7032,773-982-9886
Walmart Receiving DCs for Store Numbers 9042-9974,,,,,,
Store #,Address Line 1,Address Line 2,City,State,Zip Code,Phone Number
9042,Fulfillment Svcs 9042,2 Gateway Blvd.,Pedricktown,NJ,08067-0000,856-276-9363
9053,Jewelry Repair & Size Fac 9053,1110 Se 10th St,Bentonville,AR,72712,479-273-4000
9054,Jewelry Return Center,1110 S.E. 10th Street,Bentonville,AR,72716,N/A
9058,Flexe - Mechanicsburg 2 - Vs8854,339 Heinz Street,Mechanicsburg,PA,17055-0000,650-825-8529
9066,Fulfillment Svcs 9066,235 E Sydney Dr,Sparks,NV,89437-6538,775-332-0251
9073,Fulfillment Svcs 9073,30801 W 191st St.,Edgerton,KS,66021-0000,913-603-6061
9074,Fulfillment Svcs 9074,120 Velocity Way,Shepherdsville,KY,40165-0000,502-281-5096
9097,Fulfillment Svcs 9097,3 Sorbello Way,Pedricktown,NJ,08067-0000,302-579-6606
9150,Whitestown In Pop Up Fc Vs9397 9150,3751 S 500 E,Whitestown,IN,46075-9556,812-599-0304
9153,Return/Repair Center 9153,2301 Corporation Pkwy,Waco,TX,76712-6952,254-666-0219
9156,Wfs Network Level,850 Cherry Ave,San Bruno,CA,94066-3031,800-331-0085
9164,Hayneedle.Com 9164,1001 Logistics Way,Monroe,OH,45044-3218,479-273-4000
9173,Centerpoint 9173,2321 Industrial Way,Vineland,NJ,08360-1551,479-273-4000
9180,Ho Admin Dpt 9180,235 E Sydney Dr,Sparks,NV,89437-6538,775-332-6594
9181,Distribution Center 9181,30801 W 191st St.,Edgerton,KS,66021-0000,913-401-4757
9193,Return/Repair Center 9193,6719 W 350 North,Greenfield,IN,46140-0000,317-869-4177
9194,Return/Repair Center 9194,3220 Avondale Mill Rd,Macon,GA,31216-7650,478-781-6212
9195,Return/Repair Center 9195,3382 Marion Dr.,North Las Vegas,NV,89115-0000,702-633-3436
9196,Return/Repair Center 9196,161 Enterprise Rd,Johnstown,NY,12095-3329,518-762-0002
9200,Nj1 HVFC WHSE Pedricktown Nj,2 Gateway Blvd,Pedricktown,NJ,08067-0000,N/A
9201,Ky1 HVFC WHSE Shepherdsville Ky,120 Velocity Way,Shepherdsville,KY,40165-0000,502-281-5096
9202,Ks1 HVFC WHSE Edgerton Ks,30801 W 191st St,Edgerton,KS,66021-0000,N/A
9204,Nv1 HVFC WHSE Macarran Nv,235 E Sydney Dr,Sparks,NV,89437-6538,N/A
9279,Flexe - Olive Branch - Vs9228,10425 Ridgewood Dr,Olive Branch,MS,38654-0000,650-825-8529
9298,Regional Distribution Center 9298,2041 Us Route 130,Florence,NJ,08505-0000,479-273-4000
9308,Regional Distribution Center 9308,6860 Sycamore Canyon Blvd,Riverside,CA,92507-0715,479-273-4000
9314,Centerpoint 9314,2001 Old River Rd,Bloomingdale,GA,31302-0000,479-204-9226
9398,Return/Repair Center 9398,601 N Walton Blvd.,Bentonville,AR,72716-0000,479-273-4000
9446,Flexe-dfw - Vs8804,"10300 Sanden Drive,
Suite 100",Dallas,TX,75238-0000,650-825-8529
9460,Wmt Fulfillment Co Projects,850 Cherry Ave,San Bruno,CA,94066-3031,479-277-4339
9604,"N Charleston, Sc Import Frozen",7748 Palmetto Commerce Parkway,North Charleston,SC,29420-8825,479-204-8420
9610,Nj51 Next Gen Pilot Pedricktown - Vs9615,"2 Gateway Blvd,
Suite 51",Pedricktown,NJ,08067-3629,856-812-8289
9631,Charleston,"400 Long Point Rd,
Bld. 402",Mt. Pleasant,SC,29464-8206,433-287-0927
9652,"Fontana, Ca Ambient Food",11188 Citrus Ave,Fontana,CA,92337-7418,479-204-8420
9662,Virtual Dc 9662,8725 County Farm Road,Irvington,AL,36544-0000,N/A
9726,Flexe - Pendergrass - Vs9406,580 Raco Pkwy,Pendergrass,GA,30567-0000,N/A
9765,Ho Admin Dpt 9765,702 Sw 8th St,Bentonville,AR,72716-6209,479-426-0171
9766,Ho Admin Dpt 9766,702 Sw 8th St,Bentonville,AR,72716-6209,479-277-4339
9770,Walmart Olympia Dispatch Virtual Dc,3010 Foron Rd,Centralia,WA,98531-9221,509-882-8160
9777,Lucidity Carlsbad - Vs973,3132 Tiger Run Court. G101,Carlsbad,CA,92009-0000,888-905-8243
9786,Repair Shops 9786,2150 W Pleasant Center Rd,Fort Wayne,IN,46819-9530,N/A
9821,Tx9 9821,3162 Fm 3538 Rd,Sealy,TX,77474-3474,979-885-4330
9837,Regional Distribution Center 9837,1901 Se 10th Street,Bentonville,AR,72716-0001,518-284-5582
9848,Dispatch Office 9848,5805 Sw Regional Airport Road,Bentonville,AR,72713-0615,479-277-6704
9850,Dispatch Office 9850,3300 Demorest Rd,Grove City,OH,43123-8058,614-539-4007
9854,Repair Shops 9854,2863 Melville Commerce Pkwy,Mebane,NC,27302-0000,479-273-4000
9855,Dispatch Office 9855,2863 Senator Ralph Scott Pkwy,Mebane,NC,27302-0000,678-724-4119
9858,Dispatch Office 9858,2150 W Pleasant Center Rd,Fort Wayne,IN,46819-9530,501-000-0000
9893,Flexe - Groveport - Vs9922,2829 Rohr Rd,Groveport,OH,43125-9305,650-825-8529
9895,Ho Admin Dpt 9895,1001 Logistics Way,Monroe,OH,45044-0000,N/A
9902,Dispatch Office 9902,3010 Foron Rd,Centralia,WA,98531-9221,360-508-9987
9916,Flexe - Manteno 2 - Vs9913,8374 N. 4000 E Road,Manteno,IL,60950-3588,650-825-8529
9917,Flexe - Mechanicsburg - Vs9919,338 Heinz Street,Mechanicsburg,PA,17055-3212,650-825-8529
9968,Ho Admin Dpt 9968,850 Cherry Ave,San Bruno,CA,94066-3031,650-837-4520
9974,Ho Admin Dpt 9974,90 Northfield Avenue,Edison,NJ,08837-3807,732-902-5170
,,,,,,
"Walmart Receiving DCs for Store Numbers 10,567-10,954",,,,,,
Store #,Address Line 1,Address Line 2,City,State,Zip Code,Phone Number
10567,GNFR WHSE- Real Estate 10567,"1201 Ne Loop 820, Suite 151",Fort Worth,TX,76131-1521,479-544-2939
10574,GNFR WHSE- Real Estate 10574,5300 Sw Regional Airport Blvd,Bentonville,AR,72713-9428,479-321-5280
10590,GNFR WHSE- Real Estate 10590,505 Pride Dr,Hammond,LA,70401-9519,985-520-6625
10591,GNFR WHSE - Real Estate 10591,"22700 E I-76 Frontage Rd, Suite 200",Brighton,CO,80603-0000,303-379-3086
10592,GNFR WHSE - Real Estate 10592,"980 Derita Rd, Suite A",Concord,NC,28027-0000,704-706-6834
10593,GNFR WHSE - Real Estate 10593,"7775 W Buckeye Rd, Suite 300",Phoenix,AZ,85043-4204,602-451-5920
10615,GNFR WHSE - Real Estate 10615,7600 Assateague Dr,Jessup,MD,20794-0000,443-204-6528
10616,GNFR WHSE - Real Estate 10616,36 Industry Dr,Eighty Four,PA,15330-2926,717-579-1571
10617,GNFR WHSE - Real Estate 10617,95 Aubuchon Dr,Westminster,MA,01473-1470,978-571-6440
10642,GNFR WHSE - Real Estate 10642,"1981 N Powerline Rd,
Ste 120",Pompano Beach,FL,33069,954-590-9938
10643,GNFR WHSE - Real Estate 10643,"7501 Sw 29th St, Suite 300",Oklahoma City,OK,73179-5217,999-999-9999
10644,GNFR WHSE - Real Estate 10644,"2110 Lawrence Ave,
Ste 200",East Point,GA,30344-1736,404-460-2374
10645,GNFR WHSE - Real Estate 10645,23040 Ne Townsend Way,Fairview,OR,97024-4624,999-999-9999
10651,GNFR WHSE - Real Estate 10651,4080 N Combee Rd,Lakeland,FL,33805-8546,863-400-7876
10652,GNFR WHSE - Real Estate 10652,301 Rock Industrial Park Dr,Bridgeton,MO,63044-1214,314-820-3954
10653,GNFR WHSE - Real Estate 10653,3880 Technology Ct,Sandston,VA,23150-5033,804-680-3024
10654,Ho Admin Dpt 10654,"1 Sorbello Rd, Building 1",Pedricktown,NJ,08067-3631,856-276-9016
10655,GNFR WHSE - Real Estate 10655,"2491 Principal Row,
Suites 100 200 & 300",Orlando,FL,32837-8361,214-762-2242
10656,GNFR WHSE - Real Estate 10656,"14544 Gold Coast Rd, Suite 480 Warehouse 2",Omaha,NE,68138-6551,402-938-0989
10657,GNFR WHSE - Real Estate 10657,533 New Paul Rd,La Vergne,TN,37086-4958,615-903-3259
10658,GNFR WHSE - Real Estate 10658,502 E Whitmore Ave,Modesto,CA,95358-9411,479-360-8202
10659,GNFR WHSE - Real Estate 10659,7600 49th Ave N,New Hope,MN,55428-4213,763-273-9122
10660,GNFR WHSE - Real Estate 10660,3363 Miac Cove,Memphis,TN,38118-3600,317-919-0923
10661,GNFR WHSE - Real Estate 10661,40761 County Center Dr,Temecula,CA,92591-6020,951-326-2422
10662,GNFR WHSE - Real Estate 10662,2540 Airwest Blvd,Plainfield,IN,46168-7701,317-204-6680
10663,GNFR WHSE - Real Estate 10663,4500 Matthew,Flint,MI,48507-3151,810-406-4528
10664,GNFR WHSE - Real Estate 10664,"3180 Urbancrest Industrial Dr, Suite 1",Urbancrest,OH,43123-1767,614-782-9926
10665,GNFR WHSE - Real Estate 10665,1701 Crossroads Dr,Joliet,IL,60431-7933,847-702-7079
10666,GNFR WHSE - Real Estate 10666,2415 Us Highway 78,Moody,AL,35004-2137,205-767-2271
10667,GNFR WHSE - Real Estate 10667,"11000 N I-35, Suite D",Austin,TX,78753-3152,512-382-2000
10752,Item File Team,2001 Se 10th Street,Bentonville,AR,72712-6489,479-204-0249
10805,GNFR WHSE - Real Estate 10805,5424 Albert S White Dr,Whitestown,IN,46075-9556,317-768-8541
10811,Wfs Accounting Adj,850 Cherry Ave,San Bruno,CA,94066-3031,800-331-0085
10816,Wfs Accounting Adj - Sortation,850 Cherry Ave,San Bruno,CA,94066-3031,800-331-0085
10826,Fulfillment Svcs 10826,120 Velocity Way,Shepherdsville,KY,40165-0000,800-331-0085
10841,Wfs Sortation Ic Cost,850 Cherry Ave,San Bruno,CA,94066-3031,800-331-0085
10846,Gm Consolidation Admin,609 N Walton Blvd,Bentonville,AR,72712-4546,479-204-9053
10847,Jewelry Dc Admin,609 N Walton Blvd,Bentonville,AR,72712-4546,479-204-9053
10848,Optical Dc Admin,609 N Walton Blvd,Bentonville,AR,72712-4546,479-204-9053
10849,Pharmacy Dc Admin,609 N Walton Blvd,Bentonville,AR,72712-4546,479-204-9053
10954,GNFR WHSE - Real Estate 10954,4884 W 1100 S,Salt Lake City,UT,84104-0000,801-606-1985
,,,,,,
Walmart Receiving DCs for Store Numbers 11255-11692,,,,,,
Store #,Address Line 1,Address Line 2,City,State,Zip Code,Phone Number
11255,Store 11255,790 Diamond Ave,Red Bluff,CA,96080-7747,775-750-3339
11669,HO Admin DPT 11669,702 Sw 8th St,Bentonville,AR,72716-6209,479-502-3287
11692,Dispatch Office 11692,702 Sw 8th St,Bentonville,AR,72716-6209,913-433-8393
